customer_id,interaction_count,segment
280709,1,cold_start
280899,1,cold_start
281019,1,cold_start
281230,1,cold_start
281447,1,cold_start
281611,1,cold_start
281707,2,regular
281880,1,cold_start
281953,2,regular
282080,1,cold_start
282935,1,cold_start
283759,1,cold_start
283826,1,cold_start
283844,1,cold_start
284192,1,cold_start
284552,1,cold_start
285140,1,cold_start
285320,2,regular
285378,1,cold_start
285423,1,cold_start
286194,4,regular
286405,1,cold_start
286407,1,cold_start
286543,1,cold_start
287257,1,cold_start
287347,1,cold_start
287382,1,cold_start
287467,1,cold_start
287785,1,cold_start
288017,1,cold_start
288051,1,cold_start
288284,1,cold_start
289437,1,cold_start
290138,1,cold_start
290340,1,cold_start
290409,1,cold_start
290448,2,regular
290580,1,cold_start
290625,2,regular
290659,1,cold_start
291651,1,cold_start
292144,1,cold_start
292183,1,cold_start
292235,1,cold_start
292535,1,cold_start
293100,1,cold_start
293169,1,cold_start
293195,1,cold_start
293574,1,cold_start
293682,1,cold_start
294405,1,cold_start
294468,1,cold_start
294827,1,cold_start
295748,1,cold_start
296406,1,cold_start
296650,1,cold_start
296948,1,cold_start
296949,1,cold_start
297796,2,regular
297956,1,cold_start
297985,1,cold_start
298553,1,cold_start
298780,1,cold_start
298849,1,cold_start
300217,1,cold_start
300291,2,regular
300373,1,cold_start
300419,1,cold_start
300627,1,cold_start
301769,1,cold_start
301811,2,regular
302537,1,cold_start
302552,1,cold_start
302862,1,cold_start
303447,1,cold_start
304072,1,cold_start
304095,1,cold_start
304196,1,cold_start
304252,1,cold_start
304302,1,cold_start
304386,1,cold_start
304427,1,cold_start
304626,1,cold_start
304700,1,cold_start
304806,1,cold_start
304844,1,cold_start
305394,1,cold_start
305405,1,cold_start
306082,1,cold_start
306128,1,cold_start
306440,1,cold_start
306479,1,cold_start
306693,1,cold_start
306848,1,cold_start
306878,1,cold_start
307311,1,cold_start
307349,1,cold_start
308000,1,cold_start
308027,1,cold_start
308337,1,cold_start
308972,2,regular
308988,1,cold_start
309426,5,power
310101,1,cold_start
310417,1,cold_start
310558,1,cold_start
310648,1,cold_start
310690,1,cold_start
310740,1,cold_start
310903,1,cold_start
311390,1,cold_start
311452,2,regular
311707,2,regular
312804,1,cold_start
313102,1,cold_start
313178,1,cold_start
313365,1,cold_start
313460,1,cold_start
313572,1,cold_start
313839,1,cold_start
314738,1,cold_start
314862,1,cold_start
314982,1,cold_start
315107,1,cold_start
315302,1,cold_start
315414,2,regular
315462,1,cold_start
315845,1,cold_start
315902,1,cold_start
316199,1,cold_start
316306,1,cold_start
316347,1,cold_start
316810,1,cold_start
316914,1,cold_start
317599,1,cold_start
317645,8,power
317799,1,cold_start
317939,1,cold_start
317982,1,cold_start
318090,1,cold_start
318311,1,cold_start
318477,1,cold_start
318787,3,regular
318792,1,cold_start
318927,1,cold_start
319585,1,cold_start
319646,1,cold_start
319708,1,cold_start
319723,3,regular
320340,1,cold_start
